u,v,key,elevation,elevation_gain
246785829,246785819,0,369.0,5.0
246785829,9445222748,0,366.0,5.0
246785837,246785838,0,375.0,-1.0
246785837,34580915,0,374.0,-1.0
246785838,246785837,0,375.0,-1.0
246785838,246785853,0,369.0,-1.0
246785838,246785820,0,374.0,-1.0
246785841,923946641,0,369.0,-2.0
246785841,246785853,0,364.0,-2.0
246785841,69377967,0,367.0,-2.0
246785853,246785819,0,369.0,0.0
246785853,246785841,0,364.0,0.0
246785853,246785838,0,369.0,0.0
246786068,1739598690,0,338.0,11.0
246786068,254566668,0,349.0,11.0
246786464,412442459,0,385.0,1.0
246786464,1211004106,0,383.0,1.0
246786464,254482734,0,386.0,1.0
246786547,243879801,0,386.0,-33.0
246786547,260230721,0,383.0,-33.0
246786547,1739598770,0,353.0,-33.0
246786640,1131552662,0,317.0,0.0
246786641,1739598734,0,327.0,0.0
246821329,575016829,0,434.0,1.0
246821329,878571321,0,435.0,1.0
246821329,8373507648,0,437.0,1.0
246821329,878571318,0,435.0,1.0
246821331,696696788,0,409.0,-4.0
246821331,260230103,0,415.0,-4.0
246821331,254581056,0,405.0,-4.0
246821546,4665625707,0,402.0,1.0
246821546,766542888,0,414.0,1.0
246821546,246821547,0,403.0,1.0
246821546,246821547,1,403.0,1.0
246821547,246821549,0,396.0,7.0
246821547,246821546,0,403.0,7.0
246821547,246821546,1,403.0,7.0
246821549,246821550,0,382.0,14.0
246821549,254581057,0,387.0,14.0
246821549,260230103,0,395.0,14.0
246821549,246821547,0,396.0,14.0
246821550,246821716,0,378.0,2.0
246821550,246821549,0,382.0,2.0
246821550,246821551,0,380.0,2.0
246821551,246821716,0,376.0,4.0
246821551,60024338,0,368.0,4.0
246821551,246821550,0,380.0,4.0
246821716,246821551,0,376.0,0.0
246821716,246821550,0,378.0,0.0
246821716,790920638,0,376.0,0.0
246821802,2737513158,0,332.0,0.0
246821802,246821872,0,328.0,0.0
246821802,1598469034,0,332.0,0.0
246821872,246821944,0,334.0,2.0
246821872,246821873,0,336.0,2.0
246821873,1598469034,0,336.0,5.0
246821873,243879603,0,341.0,5.0
246821944,11500045011,0,341.0,-7.0
246821944,246821872,0,334.0,-7.0
246821947,254482718,0,347.0,4.0
246821947,254485537,0,343.0,4.0
246821947,906922575,0,351.0,4.0
246821986,246821944,0,343.0,-11.0
246821986,1739598734,0,332.0,-11.0
246822677,246822988,0,401.0,-25.0
246822677,457117833,0,399.0,-25.0
246822677,457117832,0,376.0,-25.0
246822680,246822988,0,400.0,0.0
246822840,11358593706,0,414.0,1.0
246822840,254696123,0,410.0,1.0
246822840,11361983304,0,415.0,1.0
246822843,11364467168,0,435.0,0.0
246822843,254696124,0,454.0,0.0
246822843,3149541128,0,435.0,0.0
246822869,248685969,0,426.0,9.0
246822869,266654846,0,448.0,9.0
246822869,245938742,0,435.0,9.0
246822988,246822677,0,401.0,-25.0
246822988,246822680,0,400.0,-25.0
246822988,254696024,0,376.0,-25.0
246823168,1739378219,0,429.0,2.0
246823168,178390520,0,423.0,2.0
246823168,248538676,0,431.0,2.0
246823208,276057726,0,426.0,2.0
246823208,1739420545,0,426.0,2.0
246823208,60403292,0,428.0,2.0
246824509,59656045,0,418.0,3.0
246824509,246824514,0,431.0,3.0
246824509,246825850,0,421.0,3.0
246824514,260028377,0,439.0,-5.0
246824514,246824509,0,431.0,-5.0
246824514,246824518,0,440.0,-5.0
246824514,3246288802,0,434.0,-5.0
246824518,260028377,0,441.0,-1.0
246824518,248564044,0,453.0,-1.0
246824518,246824520,0,441.0,-1.0
246824518,246824514,0,440.0,-1.0
246824520,246824521,0,432.0,2.0
246824520,246824518,0,441.0,2.0
246824520,3151286939,0,434.0,2.0
246824521,246824520,0,432.0,-3.0
246824521,3151264223,0,431.0,-3.0
246824521,30151265,0,430.0,-3.0
246824521,2516333196,0,429.0,-3.0
246825384,276057718,0,433.0,-4.0
246825384,59656038,0,416.0,-4.0
246825384,2516333196,0,428.0,-4.0
246825384,1739460648,0,429.0,-4.0
246825850,749239025,0,408.0,5.0
246825850,246824509,0,421.0,5.0
246825850,59656891,0,413.0,5.0
246826893,3151609071,0,460.0,5.0
246826893,3151609069,0,458.0,5.0
246826893,245579290,0,465.0,5.0
246828012,246828013,0,454.0,-1.0
246828012,250733045,0,452.0,-1.0
246828012,247660114,0,453.0,-1.0
246828013,254261611,0,454.0,1.0
246828013,246828012,0,454.0,1.0
246828013,254261610,0,455.0,1.0
246828014,254261604,0,454.0,2.0
246828014,246646575,0,455.0,2.0
246828014,254261610,0,456.0,2.0
246828161,824757526,0,452.0,0.0
246828161,247660114,0,452.0,0.0
246828161,3661902477,0,452.0,0.0
246828163,27281797,0,452.0,0.0
246828163,246646889,0,453.0,0.0
246828163,5053577736,0,453.0,0.0
246828163,824757526,0,452.0,0.0
246830476,246830793,0,464.0,-3.0
246830476,427102540,0,461.0,-3.0
246830496,263517405,0,452.0,2.0
246830496,540110004,0,452.0,2.0
246830496,5866516839,0,454.0,2.0
246830498,5062278291,0,456.0,-1.0
246830498,7910562,0,454.0,-1.0
246830498,246830511,0,453.0,-1.0
246830498,786201973,0,455.0,-1.0
246830511,540110004,0,453.0,1.0
246830511,241778508,0,455.0,1.0
246830511,246830498,0,453.0,1.0
246830511,260334134,0,454.0,1.0
246830586,4417491240,0,453.0,1.0
246830586,3623986659,0,453.0,1.0
246830586,246830790,0,454.0,1.0
246830587,4417491240,0,453.0,10.0
246830587,1718440863,0,454.0,10.0
246830587,246830591,0,463.0,10.0
246830591,263517408,0,464.0,-2.0
246830591,246830793,0,461.0,-2.0
246830591,246830587,0,463.0,-2.0
246830591,246830784,0,462.0,-2.0
246830670,247065361,0,459.0,-3.0
246830670,247065368,0,457.0,-3.0
246830670,4570529291,0,456.0,-3.0
246830784,246830785,0,460.0,2.0
246830784,246830591,0,462.0,2.0
246830784,246830796,0,462.0,2.0
246830785,9977498615,0,461.0,2.0
246830785,246830784,0,460.0,2.0
246830785,4469391834,0,463.0,2.0
246830789,9548891797,0,457.0,-5.0
246830789,241778507,0,458.0,-5.0
246830789,241778504,0,452.0,-5.0
246830790,1718440863,0,457.0,-3.0
246830790,241778520,0,456.0,-3.0
246830790,246830586,0,454.0,-3.0
246830793,246830591,0,461.0,1.0
246830793,246830476,0,464.0,1.0
246830793,1718440863,0,461.0,1.0
246830793,246830795,0,462.0,1.0
246830795,246830796,0,461.0,1.0
246830795,2807319358,0,459.0,1.0
246830795,246830793,0,462.0,1.0
246830796,246830795,0,461.0,1.0
246830796,247087746,0,459.0,1.0
246830796,246830784,0,462.0,1.0
246830878,3623986644,0,463.0,2.0
246830878,257673853,0,465.0,2.0
246830878,257673856,0,465.0,2.0
246830879,36608599,0,463.0,2.0
246830879,4417387492,0,465.0,2.0
246830879,59656968,0,465.0,2.0
246831591,94594069,0,452.0,-4.0
246831591,276274183,0,448.0,-4.0
246831591,476658194,0,448.0,-4.0
246831602,43422388,0,450.0,7.0
246831602,476658190,0,448.0,7.0
246831602,493611910,0,457.0,7.0
246832082,1538327591,0,427.0,0.0
246832082,270183072,0,425.0,0.0
246832082,1716684670,0,427.0,0.0
247065329,242160698,0,462.0,-2.0
247065329,8749268103,0,458.0,-2.0
247065329,247065338,0,460.0,-2.0
247065338,8749268101,0,458.0,2.0
247065338,427102554,0,457.0,2.0
247065338,247065329,0,460.0,2.0
247065354,427102557,0,449.0,1.0
247065354,3663403447,0,448.0,1.0
247065354,245389073,0,450.0,1.0
247065359,245389070,0,455.0,-4.0
247065359,242160692,0,454.0,-4.0
247065359,245389073,0,451.0,-4.0
247065361,246830670,0,459.0,-1.0
247065361,247065365,0,458.0,-1.0
247065361,241778521,0,458.0,-1.0
247065365,247065361,0,458.0,2.0
247065365,31326830,0,459.0,2.0
247065365,94597896,0,460.0,2.0
247065368,241778518,0,459.0,-1.0
247065368,246830670,0,457.0,-1.0
247065368,4570529291,0,458.0,-1.0
247065372,94597896,0,459.0,0.0
247065372,241778518,0,459.0,0.0
247065372,561210495,0,459.0,0.0
247065374,242708598,0,464.0,-1.0
247065374,532283386,0,463.0,-1.0
247065374,247065377,0,463.0,-1.0
247065377,247065374,0,463.0,0.0
247087722,532283386,0,462.0,-2.0
247087722,532307762,0,462.0,-2.0
247087722,1387990903,0,460.0,-2.0
247087728,242537136,0,462.0,2.0
247087728,246830476,0,464.0,2.0
247087740,4398659730,0,454.0,0.0
247087740,1879217780,0,454.0,0.0
247087740,4353559671,0,454.0,0.0
247087742,4398659730,0,454.0,7.0
247087742,247087746,0,456.0,7.0
247087742,247087745,0,461.0,7.0
247087745,247087749,0,455.0,3.0
247087745,247087742,0,461.0,3.0
247087745,247087747,0,458.0,3.0
247087746,247087742,0,456.0,3.0
247087746,427102540,0,461.0,3.0
247087746,246830796,0,459.0,3.0
247087747,247087745,0,458.0,1.0
247087747,427102540,0,459.0,1.0
247087747,1387990903,0,459.0,1.0
247087748,247087749,0,454.0,0.0
247087749,247087745,0,455.0,-1.0
247087749,276276250,0,454.0,-1.0
247087749,247087748,0,454.0,-1.0
247096561,6299149631,0,285.0,-9.0
247096561,11165124110,0,279.0,-9.0
247096561,5485907709,0,276.0,-9.0
247096564,253054888,0,291.0,-2.0
247096564,4342652810,0,288.0,-2.0
247096564,8367085257,0,290.0,-2.0
247096564,267628525,0,289.0,-2.0
247096566,269429829,0,295.0,5.0
247096566,253054904,0,297.0,5.0
247096566,269322009,0,300.0,5.0
247096583,3440087019,0,404.0,-6.0
247096583,253056082,0,401.0,-6.0
247096583,267632469,0,398.0,-6.0
247096585,1169038874,0,419.0,9.0
247096585,3440087019,0,417.0,9.0
247096585,995124889,0,424.0,9.0
247096585,267636457,0,428.0,9.0
247096909,667053610,0,376.0,-2.0
247096909,1022124546,0,374.0,-2.0
247096909,1155757905,0,374.0,-2.0
247097254,667056497,0,375.0,4.0
247097254,3479534349,0,378.0,4.0
247097254,1036985121,0,379.0,4.0
247097257,267632280,0,354.0,24.0
247097257,247097260,0,377.0,24.0
247097257,267629485,0,378.0,24.0
247097260,267638609,0,376.0,1.0
247097260,247097261,0,365.0,1.0
247097260,247097257,0,377.0,1.0
247097261,247097263,0,355.0,10.0
247097261,267629480,0,352.0,10.0
247097261,247097260,0,365.0,10.0
247097263,247097264,0,344.0,11.0
247097263,267630342,0,346.0,11.0
247097263,1036985160,0,339.0,11.0
247097263,247097261,0,355.0,11.0
247097264,267629501,0,334.0,4.0
247097264,247097263,0,344.0,4.0
247097264,1036985160,0,337.0,4.0
247097264,267629411,0,338.0,4.0
247097268,667039957,0,295.0,-13.0
247097268,1950629586,0,276.0,-13.0
247097268,267628034,0,282.0,-13.0
247097364,324705411,0,241.0,0.0
247097364,247097473,0,246.0,0.0
247097364,203485946,0,241.0,0.0
247097368,299420292,0,232.0,-2.0
247097368,299420021,0,231.0,-2.0
247097368,299421378,0,230.0,-2.0
247097466,1398901391,0,232.0,1.0
247097466,247097467,0,233.0,1.0
247097466,4526194479,0,233.0,1.0
247097467,1398901603,0,233.0,-2.0
247097467,1412884465,0,231.0,-2.0
247097473,1396487538,0,246.0,0.0
247097473,1398901635,0,240.0,0.0
247097473,247097364,0,246.0,0.0
247097544,299421440,0,242.0,-5.0
247097544,1396487538,0,237.0,-5.0
247097546,269112780,0,251.0,-1.0
247097546,247097602,0,249.0,-1.0
247097546,1177476777,0,250.0,-1.0
247097602,247097546,0,249.0,10.0
247097602,267629373,0,265.0,10.0
247097602,1950629586,0,259.0,10.0
247097854,269312729,0,284.0,-3.0
247097854,1212624171,0,284.0,-3.0
247097854,29875322,0,282.0,-3.0
247097854,269167322,0,281.0,-3.0
247097855,267070219,0,287.0,-4.0
247097855,1572685219,0,288.0,-4.0
247097855,2086878383,0,283.0,-4.0
247097857,267070227,0,282.0,-1.0
247097857,267070189,0,284.0,-1.0
247097857,253032057,0,281.0,-1.0
247097858,269212259,0,280.73612110177606,-0.9282206372511155
247097858,2089741148,0,286.0,-0.9282206372511155
247097858,29686448,0,279.80790046452495,-0.9282206372511155
247197950,9075223113,0,409.0,0.0
247197950,1713183832,0,409.0,0.0
247197952,488121,0,410.0,0.0
247197957,90674259,0,408.0,-2.0
247197957,247197972,0,408.0,-2.0
247197957,488121,0,406.0,-2.0
247197972,5692309401,0,408.0,0.0
247197972,247197957,0,408.0,0.0
247197972,6280937505,0,408.0,0.0
247197989,1163286334,0,404.0,2.0
247197989,247197991,0,404.0,2.0
247197989,9075223113,0,406.0,2.0
247197991,247197989,0,404.0,-7.0
247197991,289158282,0,408.0,-7.0
247197991,288853856,0,397.0,-7.0
247198012,992611643,0,408.0,0.0
247198012,1033417131,0,408.0,0.0
247198012,1780662236,0,408.0,0.0
247224845,5580709655,0,443.0,0.0
247224848,1884333304,0,440.0,0.0
247224850,283572856,0,441.0,-2.0
247224850,283572857,0,438.0,-2.0
247224850,1884332769,0,439.0,-2.0
247224850,439315637,0,439.0,-2.0
247244049,281130910,0,375.0,-11.0
247244049,120329778,0,357.0,-11.0
247244049,120328287,0,364.0,-11.0
247246517,1348268539,0,360.0,0.0
247246517,247246517,0,360.0,0.0
247246517,247246517,1,360.0,0.0
247247154,247247155,0,386.0,0.0
247247155,247247398,0,386.0,0.0
247247155,759603346,0,371.0,0.0
247247155,247247154,0,386.0,0.0
247247161,759603389,0,342.0,-6.0
247247161,275129069,0,353.0,-6.0
247247161,20963867,0,336.0,-6.0
247247398,247247155,0,386.0,-5.0
247247398,281613599,0,394.0,-5.0
247247398,247247631,0,381.0,-5.0
247247399,281613599,0,411.0,3.0
247247399,444927556,0,418.0,3.0
247247399,235914690,0,414.0,3.0
247247631,247247398,0,381.0,0.0
247271418,252629677,0,268.0,-2.0
247271418,245968230,0,260.0,-2.0
247271418,247271421,0,266.0,-2.0
247271421,247271467,0,266.0,1.0
247271421,252629675,0,269.0,1.0
247271421,247271418,0,266.0,1.0
247271421,252629678,0,267.0,1.0
247271467,252629676,0,266.0,0.0
247271467,3394798806,0,266.0,0.0
247271467,247271421,0,266.0,0.0
247271992,245971053,0,263.0,1.0
247271992,252629676,0,265.0,1.0
247271992,247272265,0,265.0,1.0
247271992,350557892,0,264.0,1.0
247272265,247271992,0,265.0,0.0
247272265,245971052,0,259.0,0.0
247272265,247272453,0,265.0,0.0
247272453,252629676,0,266.0,7.0
247272453,247272265,0,265.0,7.0
247272453,252629679,0,273.0,7.0
247272624,252629684,0,245.0,-1.0
247272624,59721071,0,245.0,-1.0
247272624,2379320583,0,244.0,-1.0
247370048,59656981,0,469.0,2.0
247370048,247370049,0,473.0,2.0
247370048,4057872442,0,473.0,2.0
247370048,1583049351,0,471.0,2.0
247370049,247370048,0,473.0,8.0
247370049,247863301,0,489.0,8.0
247370049,280090611,0,480.0,8.0
247370049,251703865,0,481.0,8.0
247381546,4379300893,0,405.0,0.0
247384152,1163286004,0,406.0,-1.0
247384152,247384154,0,408.0,-1.0
247384152,90592152,0,405.0,-1.0
247384154,247384152,0,408.0,0.0
247390039,640757,0,407.0,0.0
247415164,247415165,0,455.0,0.0
247415164,686426293,0,455.0,0.0
247415164,686426289,0,455.0,0.0
247415165,247415164,0,455.0,4.0
247415165,4942202104,0,458.0,4.0
247415165,247415166,0,459.0,4.0
247415166,247415176,0,458.0,1.0
247415166,1229756024,0,458.0,1.0
247415166,247415165,0,459.0,1.0
247415167,21556377,0,452.0,0.0
247415167,256543873,0,453.0,0.0
247415167,1239392600,0,452.0,0.0
247415176,904110981,0,458.0,0.0
247415176,247415177,0,457.0,0.0
247415176,247415166,0,458.0,0.0
247415177,11107512906,0,455.0,0.0
247415177,247415176,0,457.0,0.0
247415177,3611180500,0,455.0,0.0
247415401,1063486551,0,462.0,0.0
247425094,157268711,0,470.0,0.0
247425094,257673853,0,468.0,0.0
247425094,157280617,0,470.0,0.0
247425095,157268711,0,468.0,-1.0
247425095,157268690,0,468.0,-1.0
247425095,157277909,0,467.0,-1.0
247425096,157277926,0,468.0,-1.0
247425096,157270085,0,466.0,-1.0
247425096,263517408,0,467.0,-1.0
247575138,51190231,0,433.0,0.0
247657789,1520089887,0,491.0,-1.0
247657789,4757642557,0,491.0,-1.0
247657789,263679675,0,490.0,-1.0
247657887,263517537,0,474.0,0.0
247660114,246646819,0,451.0,2.0
247660114,246828161,0,452.0,2.0
247660114,246828012,0,453.0,2.0
247660755,247660760,0,455.0,1.0
247660755,247660778,0,455.0,1.0
247660755,247660777,0,456.0,1.0
247660755,686426360,0,456.0,1.0
247660758,9094929515,0,454.0,0.0
247660760,247660755,0,455.0,0.0
247660760,247660764,0,455.0,0.0
247660760,4991361626,0,455.0,0.0
247660764,247660777,0,455.0,0.0
247660764,247660760,0,455.0,0.0
247660764,686426331,0,455.0,0.0
247660766,247660777,0,456.0,0.0
247660777,247660764,0,455.0,1.0
247660777,247660755,0,456.0,1.0
247660777,247660766,0,456.0,1.0
247660778,247660808,0,455.0,1.0
247660778,247660755,0,455.0,1.0
247660778,686426367,0,456.0,1.0
247660784,686426360,0,456.0,-2.0
247660784,21276875,0,453.0,-2.0
247660784,686426367,0,454.0,-2.0
247660807,338691123,0,456.0,1.0
247660807,263517378,0,455.0,1.0
247660807,247660818,0,457.0,1.0
247660808,247660778,0,455.0,0.0
247660808,660101799,0,455.0,0.0
247660808,1475126668,0,455.0,0.0
247660818,540259829,0,456.0,1.0
247660818,540259964,0,457.0,1.0
247660818,247660819,0,454.0,1.0
247660818,247660807,0,457.0,1.0
247660819,7910566,0,454.0,0.0
247660819,824762423,0,454.0,0.0
247660819,1719354859,0,456.0,0.0
247660819,247660818,0,454.0,0.0
247660823,7910562,0,453.0,-2.0
247660823,786201973,0,455.0,-2.0
247660823,452618846,0,454.0,-2.0
247660823,256543954,0,451.0,-2.0
247660831,1718458870,0,450.0,0.0
247660831,1230360896,0,449.0,0.0
247660831,247660832,0,450.0,0.0
247660832,7910756,0,450.0,2.0
247660832,2299650424,0,450.0,2.0
247660832,247660831,0,450.0,2.0
247660832,786201599,0,452.0,2.0
247661621,2299650423,0,452.0,1.0
247661621,3954919909,0,451.0,1.0
247661621,4032011566,0,453.0,1.0
247662115,276274169,0,463.0,0.0
247662115,43422360,0,460.0,0.0
247662115,245389115,0,463.0,0.0
247684811,2080555642,0,425.0,0.0
247686189,248539018,0,469.0,-4.0
247686189,248538905,0,469.0,-4.0
247686189,448921497,0,465.0,-4.0
247693099,60015092,0,426.0,-1.0
247693099,60015102,0,428.0,-1.0
247693099,474464258,0,425.0,-1.0
247693432,1309606948,0,439.0,0.0
247693432,60023822,0,439.0,0.0
247693432,1591479351,0,439.0,0.0
247693536,643915,0,447.0,-1.0
247693536,3233639922,0,447.0,-1.0
247693536,247693608,0,445.0,-1.0
247693536,643916,0,446.0,-1.0
247693549,154686423,0,445.0,0.0
247693549,283431443,0,447.0,0.0
247693549,283431446,0,445.0,0.0
247693551,5661104010,0,445.0,0.0
247693551,3623066574,0,445.0,0.0
247693551,3623066573,0,445.0,0.0
247693601,1679641349,0,445.0,2.0
247693601,1679641357,0,445.0,2.0
247693601,643915,0,447.0,2.0
247693608,247693623,0,447.0,-2.0
247693608,283431446,0,445.0,-2.0
247693608,247693536,0,445.0,-2.0
247693623,283431447,0,445.0,-2.0
247693623,283556428,0,445.0,-2.0
247693623,247693608,0,447.0,-2.0
247693623,283431448,0,443.0,-2.0
247693814,147780871,0,469.0,0.0
247693814,1985727633,0,469.0,0.0
247693814,9233337144,0,469.0,0.0
247693841,5423983525,0,466.0,2.0
247693841,247693814,0,468.0,2.0
247693924,286036809,0,470.0,-1.0
247693924,4394708489,0,469.0,-1.0
247693932,600325549,0,447.0,17.0
247693932,256075529,0,464.0,17.0
247693934,5311934894,0,436.0,5.0
247693934,247693939,0,441.0,5.0
247693939,247693934,0,441.0,0.0
247693941,7514715008,0,434.0,2.0
247693941,247693944,0,437.0,2.0
247693941,5311934894,0,436.0,2.0
247693944,260482655,0,446.0,-7.0
247693944,2981539262,0,442.0,-7.0
247693944,247693941,0,437.0,-7.0
247693944,260482656,0,439.0,-7.0
247693959,1128378755,0,431.0,3.0
247693959,260482705,0,437.0,3.0
247693959,247693981,0,431.0,3.0
247693959,247693960,0,436.0,3.0
247693959,260482656,0,434.0,3.0
247693960,247693959,0,436.0,4.0
247693960,260482669,0,438.0,4.0
247693960,260482685,0,440.0,4.0
247693961,260482655,0,448.0,-6.0
247693961,255574387,0,442.0,-6.0
247693961,260482661,0,442.0,-6.0
247693981,247693959,0,431.0,0.0
247694015,7514715008,0,428.0,-6.0
247694015,247694016,0,423.0,-6.0
247694015,415896948,0,421.0,-6.0
247694015,286036819,0,422.0,-6.0
247694016,247694015,0,423.0,0.0
247694016,286036819,0,417.0,0.0
247694016,576578442,0,421.0,0.0
247694016,2960387133,0,423.0,0.0
247694020,286036819,0,417.0,2.0
247694020,286036821,0,415.0,2.0
247694020,286036828,0,419.0,2.0
247745278,315813676,0,511.0,1.0
247745278,123471157,0,511.0,1.0
247745278,1725157137,0,512.0,1.0
247805455,247805456,0,287.0,3.0
247805455,941941244,0,288.0,3.0
247805455,252629614,0,292.0,3.0
247805455,252629638,0,290.0,3.0
247805456,941942456,0,282.0,2.0
247805456,2239986980,0,280.0,2.0
247805456,247805455,0,287.0,2.0
247805456,252629617,0,284.0,2.0
247805457,2239986980,0,276.0,-6.0
247805457,941941269,0,272.0,-6.0
247805457,247805458,0,270.0,-6.0
247805458,245799507,0,265.0,2.0
247805458,247805457,0,270.0,2.0
247805458,252629605,0,267.0,2.0
247805464,252629609,0,243.0,-1.0
247805464,59721068,0,240.0,-1.0
247805464,735391783,0,242.0,-1.0
247805511,59721060,0,238.0,4.0
247805511,1848945985,0,231.0,4.0
247805511,318673801,0,242.0,4.0
247805519,88326347,0,233.0,-8.0
247805519,1299497228,0,224.0,-8.0
247805519,267070991,0,225.0,-8.0
247850489,57915090,0,301.0,-7.0
247850489,1454369458,0,294.0,-7.0
247850489,57915190,0,294.0,-7.0
247850513,9979293750,0,297.0,0.0
247850513,57915190,0,296.0,0.0
247850513,370583613,0,297.0,0.0
247859624,11297275701,0,,
247859624,401874234,0,,
247861058,257671780,0,504.0,16.0
247861058,282058357,0,517.0,16.0
247861058,257671660,0,520.0,16.0
247861068,257671780,0,480.0,-5.0
247861068,457093242,0,472.0,-5.0
247861068,257671654,0,475.0,-5.0
247861072,247861074,0,495.0,-4.0
247861072,247861097,0,496.0,-4.0
247861072,4058648989,0,491.0,-4.0
247861074,247861072,0,495.0,0.0
247861074,320574726,0,495.0,0.0
247861074,10533608,0,495.0,0.0
247861097,257671641,0,494.0,2.0
247861097,257671641,1,493.0,2.0
247861097,247861072,0,496.0,2.0
247861503,413064684,0,438.0,9.0
247861503,247861504,0,437.0,9.0
247861503,59656939,0,447.0,9.0
247861504,247861503,0,437.0,3.0
247861504,247861509,0,434.0,3.0
247861504,263679692,0,440.0,3.0
247861509,257673715,0,461.0,-12.0
247861509,247861504,0,434.0,-12.0
247861509,247861510,0,461.0,-12.0
247861509,257673816,0,449.0,-12.0
247861510,247861511,0,449.0,1.0
247861510,691552408,0,456.0,1.0
247861510,247861509,0,461.0,1.0
247861510,263679692,0,450.0,1.0
247861511,5867607779,0,451.0,-2.0
247861511,263679696,0,456.0,-2.0
247861511,247861510,0,449.0,-2.0
247863301,247370049,0,489.0,3.0
247863301,1633176802,0,494.0,3.0
247863301,251703724,0,492.0,3.0
247863302,251703878,0,527.0,-4.0
247863302,691588885,0,526.0,-4.0
247863302,691588889,0,523.0,-4.0
247927649,2706901158,0,472.0,0.0
247927649,4317626082,0,472.0,0.0
247941783,861709817,0,435.0,1.0
247941783,131892180,0,433.0,1.0
247941783,131881300,0,436.0,1.0
247942776,5580826059,0,442.0,-5.0
247942776,486053009,0,442.0,-5.0
247942776,1088482457,0,437.0,-5.0
247942813,1088480209,0,444.0,0.0
247942813,1095363979,0,443.0,0.0
247942813,130113860,0,442.0,0.0
247942813,130109882,0,444.0,0.0
247943525,247943527,0,413.0,0.0
247943527,747461890,0,413.0,-10.0
247943527,247943525,0,413.0,-10.0
247943527,4417742182,0,403.0,-10.0
247943547,1100732435,0,425.0,0.0
247943547,131882450,0,424.0,0.0
247943547,247943559,0,425.0,0.0
247943559,247943547,0,425.0,-8.0
247943559,1100732908,0,420.0,-8.0
247943559,1098792805,0,417.0,-8.0
247943717,4417742182,0,395.0,-9.0
247943717,57930393,0,370.0,-9.0
247943717,57930412,0,386.0,-9.0
247944335,275637689,0,329.0,2.0
247944335,247944575,0,329.0,2.0
247944335,54193190,0,331.0,2.0
247944575,275637689,0,337.4829769083773,2.3902384175844986
247944575,247944335,0,329.0,2.3902384175844986
247944575,130444434,0,339.8732153259618,2.3902384175844986
247945445,2735377651,0,358.0,-2.0
247945445,270251517,0,377.0,-2.0
247945445,247945448,0,356.0,-2.0
247945448,248207739,0,374.0,-18.0
247945448,54193190,0,340.0,-18.0
247945448,248207737,0,361.0,-18.0
247945448,247945445,0,356.0,-18.0
247998204,3507365926,0,498.0,-1.0
247998204,50014024,0,505.0,-1.0
247998204,315813561,0,508.0,-1.0
247998204,32920724,0,497.0,-1.0
248015965,248016055,0,248.0,-3.0
248015965,314441659,0,249.0,-3.0
248015965,245801329,0,245.0,-3.0
248016055,248015965,0,248.0,1.0
248016055,1623403616,0,245.0,1.0
248016055,1611963293,0,249.0,1.0
248016140,8816771475,0,252.0,4.0
248016140,1611963293,0,249.0,4.0
248016140,858857623,0,251.0,4.0
248016140,2376146792,0,256.0,4.0
248016141,8816771475,0,254.0,1.0
248016141,858857675,0,258.0,1.0
248016141,248016142,0,255.0,1.0
248016142,1164787573,0,256.0,-1.0
248016142,248016551,0,257.0,-1.0
248016142,248016141,0,255.0,-1.0
248016143,4046161945,0,255.96752227274408,-0.9675222727440769
248016143,4046161935,0,256.0,-0.9675222727440769
248016143,248016552,0,255.0,-0.9675222727440769
248016144,4046161945,0,254.76504035787482,3.234959642125176
248016144,652583838,0,258.0,3.234959642125176
248016515,8269583686,0,265.0,2.0
248016515,245454277,0,262.0,2.0
248016515,1164818162,0,267.0,2.0
248016551,858857675,0,259.0,-2.0
248016551,8269583686,0,262.0,-2.0
248016551,248016552,0,260.0,-2.0
248016551,248016142,0,257.0,-2.0
248016552,652583838,0,262.0,-7.0
248016552,1854718938,0,259.0,-7.0
248016552,248016551,0,260.0,-7.0
248016552,248016143,0,255.0,-7.0
248204928,1508406200,0,370.0,4.0
248204928,926956696,0,372.0,4.0
248204928,248204929,0,372.0,4.0
248204928,1618030040,0,374.0,4.0
248204929,248206109,0,370.0,2.0
248204929,248204974,0,374.0,2.0
248204929,248204928,0,372.0,2.0
248204930,243537084,0,361.0,-3.0
248204930,248206109,0,366.0,-3.0
248204930,248204977,0,358.0,-3.0
248204974,1082601853,0,375.0,-1.0
248204974,248204977,0,373.0,-1.0
248204974,248204929,0,374.0,-1.0
248204977,1604913887,0,370.0,3.0
248204977,252480341,0,368.0,3.0
248204977,248204930,0,358.0,3.0
248204977,248204974,0,373.0,3.0
248205161,248205164,0,372.0,-2.0
248205161,248205166,0,371.0,-2.0
248205161,93017789,0,370.0,-2.0
248205162,261878240,0,362.0,-1.0
248205162,1452991277,0,363.0,-1.0
248205162,1351137741,0,361.0,-1.0
248205164,93017762,0,377.0,-1.0
248205164,248205161,0,372.0,-1.0
248205164,261878426,0,376.0,-1.0
248205165,248205166,0,370.0,-2.0
248205165,1452991277,0,366.0,-2.0
248205165,261878452,0,368.0,-2.0
248205166,248205161,0,371.0,0.0
248205166,248205165,0,370.0,0.0
248205166,248205274,0,372.0,0.0
248205166,261878452,0,371.0,0.0
248205184,248205275,0,375.0,3.0
248205184,261878426,0,378.0,3.0
248205184,261878443,0,378.0,3.0
248205274,261878443,0,377.0,-5.0
